1.0,Name,As self,As role
0.253012,"Phifer, Mekhi",84,248
0.252983,"Chiklis, Michael",106,313
0.252918,"Cho, John",65,192
0.252809,"Vaziri, Khosrow",45,133
0.252747,"Wareheim, Eric",46,136
0.252577,"Sancho, Christian",49,145
0.252492,"Allen, Keith (I)",76,225
0.251724,"Robinson, Craig (I)",73,217
0.251256,"Lamotte, Martin",50,149
0.250804,"Somerhalder, Ian",78,233
0.250784,"Warner, Malcolm-Jamal",160,478
0.25,"Seefeld, Martםn",39,117
0.25,"Scott, Adam (I)",85,255
0.25,"Gazzara, Ben (I)",81,243
0.25,"Brieva, Dady",70,210
0.249357,"Vermeire, Jacques",97,292
0.2493,"Koechner, David",89,268
0.249221,"Adorf, Mario",80,241
0.249123,"Royo, Manolo",71,214
0.248848,"Ramamurthy, Sendhil",54,163
0.248792,"Lennon, Thomas (III)",103,311
0.248619,"Zahn, Steve",45,136
0.248532,"Barron, Keith",127,384
0.248485,"Salomone, Bruno",41,124
0.248447,"Polםvka, Bolek",40,121
0.248416,"Flair, Ric",196,593
0.248227,"Gray-Cabey, Noah",35,106
0.248227,"Friedlander, Judah",70,212
0.248175,"Guzmבn, Daniel (I)",68,206
0.248092,"Thompson, Fred Dalton",65,197
0.248031,"Courtney, Nicholas (I)",63,191
0.247761,"Priestley, Jason",166,504
0.247664,"Kimura, Takuya (I)",53,161
0.247525,"Thompson, Scott (I)",100,304
0.247368,"Baker, Simon (I)",94,286
0.247312,"Kopernikus, Nicolaj",46,140
0.247191,"Hennig, Curt",66,201
0.247191,"Bergqvist, Kjell",44,134
0.247012,"Morrissey, David (I)",62,189
0.246795,"Burrell, Ty",77,235
0.246512,"Pemberton, Steve (I)",53,162
0.24574,"Jericho, Chris (I)",274,841
0.245353,"Chamarro, Carlos",66,203
0.244813,"Cortese, Dan",59,182
0.244726,"Whitehouse, Paul (I)",58,179
0.244186,"Cornette, James E.",63,195
0.244048,"Linnebjerg, Jan (I)",41,127
0.243827,"Byrne, Gabriel",79,245
0.243386,"Chesnais, Patrick",46,143
0.243243,"Johnson, Don (I)",108,336
0.243103,"McCormack, Eric",141,439
0.242902,"Thomas, Paul (I)",77,240
0.242678,"Carrera, Danilo",58,181
0.242331,"McDonough, Blair",79,247
0.242291,"Baruchel, Jay",55,172
0.242215,"Gardell, Billy",70,219
0.241935,"Ugalde, Unax",45,141
0.241877,"Dane, Eric (I)",67,210
0.241848,"Parker, Trey (I)",89,279
0.24183,"Sander, Otto",37,116
0.241722,"Hill, Bernard (I)",73,229
0.241667,"Anderson, Arn",58,182
0.241477,"Resines, Antonio",170,534
0.241176,"Morley, Ken",82,258
0.241071,"Alterio, Hיctor",54,170
0.24105,"Lףpez Vבzquez, Josי Luis",101,318
0.240838,"Caviezel, Jim",46,145
0.240816,"Lauterbach, Heiner",59,186
0.240625,"Orella, Francesc",77,243
0.240437,"Filipovic, Tarik",44,139
0.240093,"Verdaguer, David",103,326
0.24,"Krampol, Jirם",48,152
0.239386,"Green, Seth (I)",265,842
0.239316,"von Sydow, Max (I)",56,178
0.23913,"Quartey, Junior",33,105
0.238683,"Agee, Steve",58,185
0.238636,"Knight, T.R.",42,134
0.238554,"Plummer, Christopher (I)",99,316
0.238267,"Cassel, Jean-Pierre",66,211
0.238095,"Zwar, Adam",40,128
0.237931,"Neill, Sam",69,221
0.237569,"Elliott, Sam (I)",43,138
0.237542,"Ratzenberger, John (I)",143,459
0.237395,"Fernandes, Fernando (IV)",113,363
0.237288,"Rudolph, Claude-Oliver",42,135
0.237237,"Patinkin, Mandy",79,254
0.237057,"Bratt, Benjamin (I)",87,280
0.236702,"Enos III, John",89,287
0.235669,"Nash, Kevin (I)",111,360
0.235537,"Codrington, Jim",57,185
0.235474,"Ventimiglia, Milo",77,250
0.235465,"Connolly, Kevin (I)",81,263
0.235088,"Sizemore, Tom",67,218
0.235075,"Orbach, Jerry",126,410
0.234899,"Testi, Fabio",35,114
0.234043,"Williams, Simon S. (II)",66,216
0.233967,"Fernבndez, Fermם",197,645
0.233962,"Alexander, Flex (I)",62,203
0.233933,"Rosales, Jericho",91,298
0.233906,"Wyle, Noah",109,357
0.233898,"John-Jules, Danny",69,226
0.233871,"Areces, Carlos",58,190
0.233696,"Scheer, Paul (I)",129,423
0.233533,"Stoklasa, Mike",39,128
0.233456,"Wilson, Richard (II)",127,417
0.233333,"Torenstra, Waldemar",42,138
0.233333,"Perlman, Ron (I)",161,529
0.233266,"Bandera, Manuel",115,378
0.233227,"Pantoliano, Joe",73,240
0.232877,"Protheroe, Brian",34,112
0.232787,"Villena, Ahron",71,234
0.232558,"Carradine, Robert",60,198
0.232484,"Church, Thomas Haden",73,241
0.232409,"Lyman, Will",109,360
0.232227,"Chamberlain, Richard (I)",98,324
0.231818,"Day, Charlie (II)",51,169
0.231608,"Offerman, Nick (I)",85,282
0.231527,"Okking, Jens",47,156
0.231481,"Challis, John (I)",50,166
0.231405,"Stone, Matt (I)",84,279
0.230769,"Shum Jr., Harry",48,160
0.230769,"Conaway, Jeff",87,290
0.229769,"West, Adam (I)",159,533
0.229481,"Belushi, James",137,460
0.229167,"Williams, Mark (I)",66,222
0.229008,"McKenzie, Ben (III)",60,202
0.228972,"Rohde, Armin",49,165
0.228873,"Ribisi, Giovanni",65,219
0.228774,"McBrayer, Jack",97,327
0.228659,"Hanzlםk, Jaromםr",75,253
0.228516,"Reid, Tim (I)",117,395
0.228374,"Bachchan, Amitabh",66,223
0.228261,"Armitage, Richard (I)",42,142
0.22807,"Wenham, David",39,132
0.227863,"Harmon, Mark (I)",193,654
0.227848,"Hong, Jong-hyeon",36,122
0.227723,"Conti, Tom",46,156
0.227528,"Posehn, Brian",81,275
0.227459,"Thomson, John (I)",111,377
0.227273,"Martםnez, Marc (I)",55,187
0.227273,"Elwes, Cary",40,136
0.227074,"Pilmark, Sרren",52,177
0.226667,"Vouyer, Vince",34,116
0.226337,"Williamson, Fred",55,188
0.225703,"Layfield, John (I)",281,964
0.225434,"Takahashi, Katsumi (I)",39,134
0.225434,"Spader, James",78,268
0.225225,"Tramitz, Christian",50,172
0.225108,"Alling, Morgan",52,179
0.225064,"Pinchot, Bronson",88,303
0.225,"Nowak, Reinhard",45,155
0.224719,"Kowalski, Joe (V)",40,138
0.224299,"Patrick, Butch",48,166
0.224299,"Grabeel, Lucas",48,166
0.224299,"Asner, Edward",288,996
0.223926,"Karn, Richard",73,253
0.223744,"Manning, Stuart (I)",49,170
0.223729,"Cera, Michael",66,229
0.223587,"Boyle, Peter (I)",91,316
0.223553,"Sancho, Josי",112,389
0.22314,"Dillon, Kevin (I)",54,188
0.22293,"Clunes, Martin",105,366
0.222904,"Lange, Ted (I)",109,380
0.222836,"Franz, Dennis (I)",121,422
0.222494,"Fernבn-Gףmez, Fernando",91,318
0.222222,"Giuntoli, David",42,147
0.222057,"Ziering, Ian",149,522
0.221893,"Soler, Lluםs (I)",75,263
0.221429,"Grau, Oriol",62,218
0.221053,"Ulveson, Johan",63,222
0.221053,"Skarsgוrd, Alexander",42,148
0.220833,"Rodriguez, Rico (II)",53,187
0.220551,"Cox, Brian (I)",88,311
0.220513,"Silk, Marc (I)",43,152
0.220386,"Elliott, Chris (I)",80,283
0.220339,"Kyson, James",52,184
0.220339,"Fletcher, Dexter (I)",52,184
0.220149,"Busse, Jochen",59,209
0.22006,"Brolin, James",147,521
0.22,"Sorbo, Kevin",99,351
0.22,"Livingston, Ron (I)",44,156
0.219955,"James, Brian (II)",97,344
0.21978,"Miller, Larry (I)",80,284
0.219731,"Grunberg, Greg",98,348
0.219512,"Dejdar, Martin",90,320
0.219298,"Kroll, Nick",75,267
0.219251,"Lopez, Aketza",41,146
0.219101,"Edwards, Anthony (I)",78,278
0.21875,"Savage, Fred",77,275
0.21875,"Otto, Gצtz",35,125
0.218579,"Rodrםguez, Canco",40,143
0.218293,"MacFarlane, Seth",179,641
0.218182,"Nyqvist, Michael",36,129
0.218137,"Rapaport, Michael (I)",89,319
0.217949,"Reinhold, Judge",34,122
0.217877,"Hodgson, Joel",39,140
0.217712,"Quinn, Aidan (I)",59,212
0.217608,"Baio, Scott",131,471
0.217228,"Muriel, Daniel",58,209
0.216769,"Nieto, Pepףn",106,383
0.216749,"Brown, Michel (I)",44,159
0.21659,"White, Leon (I)",47,170
0.216463,"Capaldi, Peter",71,257
0.216393,"Dittman, Henry",66,239
0.216117,"Bridges, Beau (I)",118,428
0.21608,"Persbrandt, Mikael",43,156
0.215686,"Medtlek, Alex",33,120
0.215385,"Hagman, Larry",182,663
0.21519,"Morrissey, Neil (I)",102,372
0.21519,"Gףmez, Eduardo (IV)",68,248
0.215116,"Postlethwaite, Pete",37,135
0.214829,"Boreanaz, David",113,413
0.214689,"Woods, Dan (II)",38,139
0.21466,"Pally, Adam (I)",41,150
0.21466,"Houston, Marques",41,150
0.214559,"Colombo, Felipe",56,205
0.213483,"Benguigui, Jean",38,140
0.213415,"Sorvino, Paul",70,258
0.213235,"Glenister, Philip",58,214
0.21322,"Fillion, Nathan",100,369
0.213158,"Brooks, Mel (I)",243,897
0.212844,"Guillaume, Robert",116,429
0.212742,"Santos, Gustavo (I)",187,692
0.212202,"Jackson, Joshua (I)",80,297
0.212121,"Pera, Roger (I)",56,208
0.212121,"Fulcher, Rich",35,130
0.212058,"Harper, Hill",102,379
0.21118,"Clarke, Lenny (I)",68,254
0.211111,"Torrens, Jonathan",57,213
0.210438,"Little, Mark (I)",125,469
0.210345,"Angle, Kurt",122,458
0.210332,"Wopat, Tom",57,214
0.210046,"Etxeandia, Asier",46,173
0.209945,"Brunk, Terry",38,143
0.209765,"Wendt, George (I)",116,437
0.209726,"Gambon, Michael",69,260
0.209559,"Dutton, Charles S.",57,215
0.209524,"Steiner, Rick (I)",44,166
0.209302,"Wayans Jr., Damon",36,136
0.209302,"Lillard, Matthew",63,238
0.209125,"Mackintosh, Steven",55,208
0.208824,"Ritter, Jason (I)",71,269
0.208791,"West, Dominic",38,144
0.208333,"Capron, Brian",60,228
0.208163,"Lorenzo, Francis (I)",102,388
0.208092,"Huntley, Noah",36,137
0.207831,"Lucy, Gary (I)",69,263
0.207692,"Gallagher, Peter (I)",81,309
0.20765,"Lashley, Bobby",38,145
0.207627,"Olyphant, Timothy",49,187
0.20679,"Lucas, Manel",67,257
0.206549,"Gutiיrrez, Quim",82,315
0.206349,"Garcia, Jorge (I)",65,250
0.206294,"Planer, Nigel",59,227
0.206,"Forte, Will",103,397
0.205882,"Furriel, Joaquםn",42,162
0.205769,"Perry, Luke (I)",107,413
0.205645,"Posey, Tyler (I)",51,197
0.205521,"Brzobohat‎, Ondrej",67,259
0.205514,"Guerrero, Eddie (I)",82,317
0.205357,"Weathers, Carl (I)",46,178
0.20524,"Vartan, Michael",47,182
0.204938,"Morita, Pat",83,322
0.204678,"Malling, Sרren",35,136
0.204641,"Partridge, John (I)",97,377
0.204633,"Warrington, Don",53,206
0.204583,"Dujardin, Jean",125,486
0.204473,"Duggan, Jim (II)",64,249
0.204082,"Muסoz, Daniel (I)",40,156
0.204082,"Martinez, J.R. (III)",50,195
0.203065,"Casero, Alfredo (I)",53,208
0.203046,"Jambareeqi",40,157
0.203008,"Nero, Franco",54,212
0.202899,"Fox, James (I)",42,165
0.202899,"Carradine, Keith",70,275
0.202847,"Hauer, Rutger",57,224
0.202797,"Imperioli, Michael",58,228
0.202667,"Roberts, Eric (I)",152,598
0.202417,"Cardoso, Daniel (I)",67,264
0.202381,"Jaenicke, Hannes",51,201
0.202186,"Zien, Chip",37,146
0.202128,"Sanz, Horatio",76,300
0.201878,"Cassels, Pat",43,170
0.20122,"Kaler, Jamie",33,131
0.20107,"Infante, Diogo",188,747
0.2,"O'Dowd, Chris",47,188
0.2,"Frakes, Jonathan",92,368
0.2,"Davi, Robert",58,232
0.199519,"Mellor, Will",83,333
0.199438,"LaPaglia, Anthony",71,285
0.199313,"Henrie, David (I)",58,233
0.199203,"Hall, Anthony Michael",50,201
0.198675,"Solnado, Raul",60,242
0.198473,"Hutton, Timothy",52,210
0.198068,"Mayer, Sergio",41,166
0.1975,"Campbell, Bruce (I)",79,321
0.197183,"Hyson, Matt",42,171
0.197133,"Van Samang, Stan",55,224
0.19685,"Guzmבn, Luis (I)",50,204
0.19598,"Carpendale, Wayne",39,160
0.195719,"Fulton-Smith, Francis",64,263
0.195513,"Whately, Kevin",61,251
0.195,"Berkoff, Steven",39,161
0.194969,"Lamb, Larry (I)",93,384
0.194737,"Butt, Brent",37,153
0.194731,"Lamas, Lorenzo",170,703
0.194444,"Kelly, Craig (II)",49,203
0.194286,"Love, Faizon",34,141
0.194215,"Tovey, Russell",47,195
0.194118,"Scott, Dougray",33,137
0.194093,"Loreto, Josי",46,191
0.19398,"Bell, Drake",58,241
0.193878,"Gopez, Yong",38,158
0.193676,"West, Samuel",49,204
0.193548,"Holm, Ian",54,225
0.193237,"Naughton, David (I)",40,167
0.19322,"Mistry, Jimi",57,238
0.193069,"Sirico, Tony (I)",39,163
0.192893,"Rhind-Tutt, Julian",38,159
0.192737,"Gil, Josי Luis (I)",69,289
0.192308,"Costa, Otaviano",55,231
0.192149,"Rebellףn, Jordi",93,391
0.191919,"Kim, Woo-bin",38,160
0.191257,"Westwick, Ed",35,148
0.191257,"Morris, Lamorne",35,148
0.191099,"Borden, Steve (I)",73,309
0.190871,"Robbins, Ted (I)",46,195
0.190871,"Goldberg, Adam (I)",46,195
0.190661,"Van Dien, Casper",49,208
0.190476,"Otxoa, Gorka",44,187
0.190476,"Bakula, Scott (I)",96,408
0.190164,"Cavanagh, Tom",58,247
0.190045,"Andrews, Naveen",42,179
0.189944,"Santos, Carlos (VII)",34,145
0.189815,"Ferrer, Alex (II)",41,175
0.189474,"Duplass, Mark",36,154
0.189247,"Galecki, Johnny",88,377
0.188742,"Ochandiano, Rubיn",57,245
0.188679,"Franklin, Bob (I)",40,172
0.188482,"Trammell, Sam",36,155
0.188356,"Carlyle, Robert (I)",55,237
0.187817,"Colosimo, Vince",37,160
0.187773,"Duke, Clark",43,186
0.187664,"Unas, Rui",143,619
0.1875,"Corbett, John (I)",63,273
0.187215,"Haysbert, Dennis",82,356
0.187215,"Greenfield, Max",41,178
0.187192,"Beach, Adam",38,165
0.186916,"Green, Robson",60,261
0.186747,"Roundtree, Richard",62,270
0.186722,"Smigel, Robert",45,196
0.186364,"Mirman, Eugene",41,179
0.186321,"Molina, Alfred",79,345
0.186047,"Thompson, Jack (I)",40,175
0.185567,"Ashmore, Shawn",36,158
0.185185,"Garrido, Antonio (III)",65,286
0.185022,"Van Geel, Jonas",42,185
0.184987,"Hill, Dulי",69,304
0.184492,"Bagיs, David",69,305
0.184397,"Kapinha, Jorge",78,345
0.184332,"Day, Simon (I)",40,177
0.184265,"Coma, Roger",89,394
0.183575,"Pudi, Danny",38,169
0.183556,"Hietalahti, Kari",96,427
0.183486,"Sprouse, Dylan",60,267
0.183486,"Dauder, Jordi",60,267
0.183391,"Salmon, Colin",53,236
0.183267,"Cannavale, Bobby",46,205
0.183036,"Davis, Mark (V)",41,183
0.182957,"Thomas, Richard (I)",73,326
0.182796,"Reixach, Fermם",34,152
0.182796,"Gurruchaga, Juan Josי",34,152
0.182222,"Liinoja, Tapio",41,184
0.182119,"Castillo, Paul Jake",165,741
0.181818,"Collins, Stephen (I)",96,432
0.181818,"Coleman, Jack (II)",82,369
0.181818,"Biehn, Michael",40,180
0.181661,"Ross, Jim (III)",210,946
0.181538,"Morales, Esai",59,266
0.181495,"Overton, Rick (I)",51,230
0.181132,"de Oliveira, Camilo",48,217
0.180995,"Stuke, Neil",40,181
0.180952,"DeVine, Adam",57,258
0.180593,"Helberg, Simon",67,304
0.18,"Miramףn, Iסaki",36,164
0.179931,"Jordan, Leslie",52,237
0.179894,"Fischbach, Mark Edward",34,155
0.179669,"Vieira, Edmundo",76,347
0.179612,"Quaid, Randy",37,169
0.178571,"Harris, Jonny",35,161
0.178423,"Zacher, Rolf",43,198
0.178295,"Brody, Adam (I)",46,212
0.178248,"Sprouse, Cole",59,272
0.178019,"MacPherson, Daniel (I)",115,531
0.177936,"Flipy",50,231
0.177866,"Daly, Andrew (I)",45,208
0.177665,"Bautista, Dave",105,486
0.17757,"Cromwell, James (I)",76,352
0.177388,"Coulier, Dave",91,422
0.177215,"Nelson, Judd",42,195
0.177177,"Mizanin, Mike 'The Miz'",177,822
0.177165,"Besser, Matt",45,209
0.177033,"Negron, Taylor",37,172
0.176955,"Williams, Erik A.",43,200
0.176923,"Iglesias, Carlos (IV)",46,214
0.176638,"Kwouk, Burt",62,289
0.176471,"Key, Keegan-Michael",66,308
0.176471,"Epps, Omar",51,238
0.176301,"Hale, Tony (I)",61,285
0.17619,"Derbez, Eugenio",37,173
0.17608,"Stormare, Peter",53,248
0.176049,"Shearer, Harry",172,805
0.175926,"Anderson, Ken (XVI)",38,178
0.175879,"Canelas, Ivo",35,164
0.175781,"Moyer, Stephen",45,211
0.175781,"Marsters, James",45,211
0.175439,"Krassnitzer, Harald",40,188
0.17509,"McDowell, Malcolm",97,457
0.17507,"Schneider, John (I)",125,589
0.174946,"Duffy, Patrick (I)",162,764
0.174757,"Perrin, Jacques",36,170
0.174672,"Miller, Jonny Lee",40,189
0.174359,"Williams, Tyler James",34,161
0.174274,"Lincoln, Andrew (I)",42,199
0.173759,"Radnor, Josh",49,233
0.173709,"Hilander, Heikki",37,176
0.173653,"Perrineau, Harold",58,276
0.173145,"Ponce, Pere (I)",49,234
0.172535,"Platt, Oliver",49,235
0.172464,"Bernsen, Corbin",119,571
0.172414,"Spall, Timothy",55,264
0.172297,"Ponce, Carlos",51,245
0.172269,"Boy, T.T.",41,197
0.172131,"Wain, David",42,202
0.171806,"Jrgens, Stefan (I)",39,188
0.171745,"Molero, Antonio",62,299
0.17119,"Briers, Richard",82,397
0.171171,"Peck, Josh (I)",38,184
0.171107,"Thompson, Mark (VI)",167,809
0.171053,"Adomian, James",39,189
0.170732,"Callison, Zach",35,170
0.170569,"Petersen, William",51,248
0.170404,"von Roell, Wichard",38,185
0.170088,"Le Bolloc'h, Yvan",58,283
0.169742,"Brooks, Joel (I)",46,225
0.169435,"Stern, Daniel (I)",51,250
0.169421,"Malenko, Dean",41,201
0.169304,"Oz, Frank",107,525
0.169271,"Thomson, Erik (I)",65,319
0.169231,"Rodrםguez, Adriבn (I)",33,162
0.169173,"Schuster, Augusto",45,221
0.169139,"Martםn, Diego (I)",57,280
0.169014,"McDorman, Jake",36,177
0.168582,"Javivi",44,217
0.168558,"Killings, Ron",104,513
0.168285,"Shaw, Martin (I)",52,257
0.168182,"Lintern, Richard",37,183
0.168022,"Bitorajac, Rene",62,307
0.167939,"Murray, Chad Michael",44,218
0.167832,"Wolf, Scott (I)",72,357
0.167832,"Bosch, Jordi (I)",48,238
0.167728,"Trejo, Danny",79,392
0.16753,"Thompson, Kenan",97,482
0.167464,"Lawler, Brian (II)",35,174
0.1673,"Sheridan, Rondell",44,219
0.166667,"White, Jaleel",90,450
0.166667,"McDonald, Christopher (I)",73,365
0.166667,"Droege, Drew (I)",44,220
0.166667,"Breitman, Dan",35,175
0.166667,"Bishop, Kevin (I)",34,170
0.166271,"Whitford, Bradley",70,351
0.16609,"Mendes, Henrique",48,241
0.165829,"Saturn, Perry",33,166
0.165829,"Bucatinsky, Dan",33,166
0.165829,"Andrי, Arnaldo",33,166
0.165049,"Faison, Donald",85,430
0.164706,"Stapel, Huub",42,213
0.164596,"O'Malley, Mike (I)",53,269
0.164577,"Vaughn, Robert (I)",105,533
0.164491,"Garson, Willie",63,320
0.164345,"Skerritt, Tom",59,300
0.164179,"Reini, Antti",33,168
0.163793,"Hilton-Jacobs, Lawrence",38,194
0.163424,"Curry, Stephen (I)",42,215
0.163265,"Novak, B.J.",40,205
0.163043,"Waterman, Dennis",90,462
0.162745,"Dyer, Danny (I)",83,427
0.1625,"Raסי, Ferran",65,335
0.1625,"Angulo, ֱlex",65,335
0.162393,"Clark, Anthony (I)",38,196
0.162162,"Rhames, Ving",36,186
0.162162,"Punk, C.M.",108,558
0.162162,"Gibson, Henry (I)",66,341
0.162162,"Foley, Scott (I)",60,310
0.161634,"Kopell, Bernie",91,472
0.161593,"Lavender, Ian (I)",69,358
0.161017,"Lohmeyer, Peter",38,198
0.160883,"Pfohl, Larry",51,266
0.160819,"Saxon, John",55,287
0.160417,"Shalhoub, Tony",77,403
0.160338,"Stoltz, Eric",38,199
0.160173,"Silverman, Jonathan (I)",37,194
0.16,"Bostwick, Barry",68,357
0.159459,"Mygind, Peter",59,311
0.159363,"Lloyd, Christopher (I)",80,422
0.158996,"Griffiths, Richard (I)",38,201
0.158859,"Silva, Hugo (III)",78,413
0.15873,"Hamill, Mark (I)",150,795
0.15871,"Novell, Queco",123,652
0.158537,"Serafinowicz, Peter",39,207
0.158451,"Musso, Mitchel",45,239
0.158209,"Graham, Dion",53,282
0.15814,"Pretzmann, Esben",34,181
0.158111,"Segal, George (I)",77,410
0.158046,"Kier, Udo",55,293
0.158031,"Dreamer, Tommy",61,325
0.157895,"Virtanen, Ville (I)",42,224
0.157778,"Byron, Tom (I)",71,379
0.157143,"Waltman, Sean",77,413
0.157143,"Martens, Patrick (I)",33,177
0.157088,"Levy, Ariel (III)",41,220
0.156805,"Santoro, Rodrigo",53,285
0.15678,"Semmelrogge, Martin",37,199
0.156627,"Lonsdale, Michael (I)",39,210
0.156584,"Gutiיrrez, Javier (I)",44,237
0.156538,"Moll, Richard",85,458
0.156425,"Moody, William (I)",56,302
0.156406,"Hemsley, Sherman",94,507
0.156352,"Badalucco, Michael",48,259
0.156342,"Casanova, Eduardo (III)",53,286
0.156322,"Noth, Chris",68,367
0.15625,"Parker, Christopher (IV)",50,270
0.15625,"MacLeod, Gavin",115,621
0.15601,"Ibבסez Pיrez, Juan",61,330
0.15565,"Coachman, Jonathan",73,396
0.155556,"Strathairn, David",35,190
0.155452,"Everett, Chad",67,364
0.155251,"Friedman, Tal",34,185
0.155216,"Morrow, Rob (I)",61,332
0.155093,"Patrick, Robert (I)",67,365
0.155039,"Peele, Jordan",40,218
0.154982,"Sily, Coco",42,229
0.154684,"Whittle, Ricky",71,388
0.154605,"Spears, Aries",47,257
0.154574,"Valentine, Steve (I)",49,268
0.154255,"Snow, Al",58,318
0.154206,"Dyk, Vojtech",33,181
0.153846,"Monchique, Joaquim",98,539
0.153846,"Altman, John (II)",52,286
0.153571,"Chavira, Ricardo",43,237
0.153518,"Durning, Charles",72,397
0.152733,"Daly, Tim (I)",95,527
0.152727,"Tudyk, Alan",42,233
0.152727,"Carriטre, Mathieu",42,233
0.152577,"Calaway, Mark",148,822
0.152542,"Olsen, Eric Christian",45,250
0.152318,"Naujoks, Ingo",46,256
0.152174,"Kasem, Casey (I)",98,546
0.152091,"Jones, Doug (I)",40,223
0.151976,"Paterson, Bill (I)",50,279
0.151751,"Hall, Stephen (I)",39,218
0.151515,"de Mol, Johnny",50,280
0.151515,"Villanueva, Lluםs (I)",40,224
0.151515,"O'Loughlin, Alex",35,196
0.151335,"Mayall, Rik",51,286
0.151163,"Tenay, Mike",39,219
0.150895,"Molla Herman, Damiבn",59,332
0.150862,"Sigl, Hans",35,197
0.150852,"Rodriguez, Adam (I)",62,349
0.150852,"Loggia, Robert",62,349
0.15082,"Larroquette, John",92,518
0.150442,"Robinson, Patrick (I)",51,288
0.150442,"Amos, John (I)",51,288
0.150407,"Rheborg, Johan",37,209
0.15015,"Mateu, Sergi",50,283
0.149708,"Moore, Shemar",128,727
0.149635,"Emerson, Michael (I)",41,233
0.14956,"Bannerman, Marc",51,290
0.149254,"Slattery, John (I)",50,285
0.149254,"Hipףlito, Carlos (I)",70,399
0.149007,"Williams, Frank (I)",45,257
0.148235,"Tompkinson, Stephen",63,362
0.148148,"Frank, Jason David",44,253
0.148148,"Dourdan, Gary",48,276
0.147436,"Gregg, Clark",46,266
0.14739,"Azaria, Hank",144,833
0.147368,"Meyer, Breckin",56,324
0.147139,"Hardison, Kadeem",54,313
0.146939,"Mancuso, Nick (I)",36,209
0.146939,"Laurinaitis, Joe",36,209
0.146835,"Sasso, Will",58,337
0.146809,"Valverde, Tito",69,401
0.146429,"Robinson, Martin P.",41,239
0.146417,"Steiner, Scott (I)",47,274
0.146402,"Pasdar, Adrian",59,344
0.146341,"Roelas, Jorge",54,315
0.146341,"Di Angelo, Matt",72,420
0.145455,"Colףn Jr., Carlos",48,282
0.145367,"Arquilluי, Pere",91,535
0.145215,"D'Onofrio, Vincent",44,259
0.14497,"de Luna, ֱlvaro",49,289
0.144893,"Campbell, Tim (II)",61,360
0.144737,"Funaki, Sho",33,195
0.144681,"Daddo, Cameron",34,201
0.144621,"Keach, Stacy",82,485
0.144578,"Galiana, Manuel (I)",48,284
0.144578,"Chambers, Justin (I)",48,284
0.144444,"Carter, Jim (I)",39,231
0.144444,"Brochtrup, Bill",39,231
0.144231,"Destadsbader, Niels",60,356
0.144,"White, Michael Jai",36,214
0.143969,"Brendon, Nicholas",37,220
0.143731,"Stack, Timothy (I)",47,280
0.14346,"Rabal, Liberto",34,203
0.143411,"Pigott-Smith, Tim",37,221
0.143103,"Vicuסa, Benjamםn",83,497
0.142857,"Seberg, Gregor",39,234
0.142857,"Feuerstein, Mark (I)",43,258
0.142342,"Meloni, Christopher",79,476
0.141935,"Traylor, Ray (I)",44,266
0.1417,"Rhys, Matthew",35,212
0.141573,"Kim, Daniel Dae",63,382
0.141531,"Dacascos, Mark",61,370
0.141463,"McShane, Ian",58,352
0.141148,"Stewart, French",59,359
0.141026,"Worthy, Calum",33,201
0.140351,"van Muiswinkel, Erik",40,245
0.140288,"Lopilato, Darםo",39,239
0.140065,"Stanton, Harry Dean",43,264
0.139721,"Schiavone, Tony (II)",70,431
0.13931,"Runnels, Dustin",101,624
0.13929,"O'Neal, Ryan (I)",106,655
0.139098,"de la Fuente, Cristiבn",111,687
0.138686,"Barcelף, Manel",38,236
0.138662,"Hardy, Jeff (I)",85,528
0.138577,"Ramos, Diego (I)",37,230
0.138568,"Gosselaar, Mark-Paul",60,373
0.13834,"Dourif, Brad",35,218
0.137795,"Sittler, Walter",35,219
0.137681,"Rannells, Andrew",38,238
0.137466,"Goity, Gabriel",51,320
0.137427,"Troughton, Patrick",94,590
0.137339,"Pearce, Guy (I)",96,603
0.136986,"Janson, Horst",40,252
0.136842,"Cruz, Pep",78,492
0.136709,"Henriksen, Lance",54,341
0.136546,"Kaye, Paul (IV)",34,215
0.136476,"Krause, Peter (I)",55,348
0.136364,"Reichmann, Jean-Luc",42,266
0.136243,"Reid, Mike (I)",103,653
0.136095,"de Castro, Gonzalo",46,292
0.136054,"La Salle, Eriq (I)",40,254
0.135952,"von Thun, Friedrich",45,286
0.135714,"Perea, Fran",57,363
0.135556,"Jarrett, Jeff (I)",61,389
0.135236,"Rodrםguez, Miguel ֱngel (VI)",109,697
0.135065,"Caruso, David (I)",52,333
0.134969,"Larraסaga, Carlos (I)",44,282
0.133971,"Thomas, Dave (I)",56,362
0.133758,"Hudson, Ernie",63,408
0.133663,"Lindsay, Robert (II)",54,350
0.132768,"Moynihan, Bobby",47,307
0.13245,"Sבnchez, Jordi (I)",40,262
0.132404,"Haig, Sid (I)",38,249
0.132317,"Lawler, Jerry",217,1423
0.132308,"Visnjic, Goran",43,282
0.132075,"Rhys-Davies, John",63,414
0.132018,"Clark, Ryan (I)",87,572
0.131783,"Hendler, Daniel (I)",34,224
0.131757,"Castillo, David (IV)",39,257
0.131661,"Rosato, Tony",42,277
0.131387,"Cבceres, Luciano",54,357
0.131195,"Cornwell, Phil",45,298
0.131042,"Jacobz, Luke",122,809
0.131034,"Amigorena, Mike",38,252
0.130841,"Rash, Jim",42,279
